id,screenName,userId,text,location,multi-team,sentiment
2326,JacobOB23,374323205,What a #WorldCup,"Murfreesboro, TN",FALSE,nan
2327,bengonzales53,630625635,WOW!!!!!!!!!!! #WorldCup #Rus,"Edinburg, TX",FALSE,nan
2328,nickjdyer,146598956,#worldcup https://t.co/gOlhD7WwQs,"Minneapolis, MN",FALSE,nan
2329,lowell321,17987293,WOW!!! #WorldCup,"Tualatin, OR",FALSE,nan
2330,Beenjamn_Gee,476432066,Wow!! #WorldCup,"Virginia, USA",FALSE,nan
2331,Ericstl6,38070840,This tournament is just nuts! #Rus #CRO #WorldCup,"Oakville, MO",FALSE,nan
2332,WritingDavid,2791124550,GOAAAALLLL! #Russia is ALIVE! 2-2! #WorldCup #RUSCRO,"Oak Park, IL",FALSE,nan
2333,nicafeole,70283599,Omg. #RussiaVsCroatia #RUSCRO #WorldCup,"Austin, TX",FALSE,nan
2334,DanCaputo,17116270,"Unbelievable 
#CROvsRUS #WorldCup","Brentwood, TN",FALSE,nan
2335,QC_Nicest,2461205201,This Russia vs Croatia match is a great one #FifaWorldCup,"Charlotte, NC",FALSE,nan
2336,FCCTixWalkerT,4269931334,"WWOOOOWWWWW!!

YOU CANT MAKE THIS STUFF UP!!
#WorldCup #RUS","Cincinnati, OH",FALSE,nan
2337,jsonneborn55,926195935,Epic #WorldCup,"Washington, USA",FALSE,nan
2338,Saaaaam_5,333871643,This game is giving me anxiety ??? #Croatia #Russia,"Las Cruces, NM",FALSE,nan
2339,keenan_armbrust,7.41E+17,This Russia Croatia game is insane. If you’re not watching turn it on now #WorldCup,"Rancho Cordova, CA",FALSE,nan
2340,Teresa7277,1273364977,@FIFAWorldCup Got back from the grocery store just in time to watch this game heat up! #WorldCup,"Plano, TX",FALSE,nan
2341,Hollywood_Mane,216213738,What a fucking goal omg #RUSCRO #WorldCup let's go russia,"The Acreage, FL",FALSE,nan
2342,realnickweaver,61220313,You@gotta be kidding me!!! What guts from #RUS!!!! All tied up. Looks like we’re going to PK’s #worldcup,"South Hill, WA",FALSE,nan
2343,scriptmunkee,25536633,Holly shit! #RUS is not going away. #RUSCRO #WorldCup,"Encinitas, CA",FALSE,nan
2344,kmcorder,40564434,Omg RUSSIA! 2-2! #WORLDCUP,"Houston, TX",FALSE,nan
2345,MichaelCovelli,31060922,"What a kick, holy shit! #WorldCup #RUSCRO","Hoboken, NJ",FALSE,nan
2346,angelm_28,310659013,Wow #rus #cro #worldcup,"La Mesa, CA",FALSE,nan
2347,JmesaSports,8.57E+17,"Goooooooool #Rus!!  

2-2 what a beautiful game #WorldCup","Bridgeport, CT",FALSE,nan
2348,FullertonFredo,1145626266,Dang it. #RUSvCRO #WorldCup,"Fullerton, CA",FALSE,nan
2349,timstrong1123,989169312,What a match!! #WorldCup,"Golden Hills, CA",FALSE,nan
2350,prymtym32,9.25E+17,What a game #WorldCup,"West Springfield, MA",FALSE,nan
2351,Kilrah01,314357721,And the drama continues!!!  Russia ties in the 115th min.!!!  Damn!! #WorldCup,"Meadowdale, WA",FALSE,nan
2352,StassiBeSassy,602877257,Holy shit Russia! #WorldCup,"West Jordan, UT",FALSE,nan
2353,MichaelCBackus,596590423,Come on...#WorldCup,"New York, USA",FALSE,nan
2354,LoganSherrillTV,2303322370,I love the #WorldCup!,"Baltimore, MD",FALSE,nan
2355,El_Rookie20,412292325,HOLY CRAP!!! This World Cup! #WorldCup,"South Carolina, USA",FALSE,nan
2356,BHBostonSports,3942217100,Y'all. #WorldCup,"Atlanta, GA",FALSE,nan
2357,Adkins_Ryne,259396164,Yooooo Russia with the beautiful equalizer. #WorldCup,"Chantilly, VA",FALSE,nan
2358,gchiemingo,15064389,Russia v Croatia is this entire #worldcup in one game,"San Mateo, CA",FALSE,nan
2359,JamesCranford,221612235,Can’t beat Putin. #WorldCup,"Winchester, NV",FALSE,nan
2360,Nicholas3001,21825342,#Russia with the equalizer in extra time! The fairytale continues! #WorldCup,"Weirton, WV",FALSE,nan
2361,Lixogram,106517837,2 - 2 Amazing game. Credit to Russia... they are still in and never stopped fighting #RUS #WorldCup,"Yonkers, NY",FALSE,nan
2362,wyoung0125,505999853,RUSSIAAAA!!!! #WorldCup,"Nashville, TN",FALSE,nan
2363,JochaDay,181805808,FERNANDES WITH THE EQULIZER!!! YOU CAN'T WRITE THIS STUFF!!!!! #RUSCRO #WorldCup,"Palmdale, CA",FALSE,nan
2364,BrettSoz,163286443,WOWOWOWOW #RUS #CRO #WorldCup,"Manhattan, NY",FALSE,nan
2365,7ARQ7,179559821,OMG! #Russia #WorldCup!! ???????,"Corona, CA",FALSE,nan
2366,kblake78,368797139,This game is AWESOME #RUSCRO #WorldCup,"Santa Clara, CA",FALSE,nan
2367,WhitmerPete,4119984733,Nooo way #FifaWorldCup,"Ohio, USA",FALSE,nan
2368,amartinez_11,60252008,Oh my!!! #WorldCup,"Willow Springs, IL",FALSE,nan
2369,GPPhaiti,73537573,Oh duck. Russia scored. #WorldCup,"New Rochelle, NY",FALSE,nan
2370,juleztweetz311,741061614,This Game!!! #WorldCup,"Waukesha, WI",FALSE,nan
2371,Spaddy_Daddy,453349888,OMG this is insane #WorldCup #RUSCRO,"Enola, PA",FALSE,nan
2372,JustDanielCasey,164778200,fuck...Russia #worldcup,"Plymouth, MN",FALSE,nan
2373,chetanrakieten,79167939,#Russia has tied it! Crowd is going crazy! Love #worldcup!!,"Sharon, MA",FALSE,nan
2374,criscii7,1373741196,Wow #WorldCup,"Delray Beach, FL",FALSE,nan
2375,EMcCauley55,64297344,Annnnddd I'm back. #worldcup,"Barberton, OH",FALSE,nan
2376,SoonerCT22,147337495,Wowwwwwww #WorldCup,"Enterprise, NV",FALSE,nan
2377,AaronKettlehake,263413719,Holy. Shit. Electric city #WorldCup,"Columbus, OH",FALSE,nan
2378,jtucker,72123,Well holy shit. #WorldCup #RUSCRO,"Arlington, VA",FALSE,nan
2379,ConnorAugie10,219129978,WOW #WorldCup,"Yorkville, IL",FALSE,nan
2380,mdbergin,230598469,Russia ties it up! #WorldCup,"St Petersburg, FL",FALSE,nan
2381,diinferi_,2902905642,holy shit #WorldCup #CHAOS,"Portland, OR",FALSE,nan
2382,xAndy3x,47548331,Wtf #WorldCup,"Tacoma, WA",FALSE,nan
2383,NYCKING,19257498,#WorldCup #RUS has tied it,"Queens, NY",FALSE,nan
2384,MannyF10,51646105,OMG!!!! #WorldCup,"Los Angeles, CA",FALSE,nan
2385,cardenasj14,178963879,Rusiaaaa wow what a game...! #WorldCup,"Chicago, IL",FALSE,nan
2386,portoCrl,559262783,Woah #WorldCup,"Springfield, NJ",FALSE,nan
2387,wilfriedboh,342009168,GOOOOOOOOOOOAL RUSSIA ?? #worldcup,"Lanham, MD",FALSE,nan
2388,melodymuses,15919864,OH SHIT #WorldCup,"Washington, DC",FALSE,nan
2389,ssalasjr11,494263884,"Insane!!!!
#WorldCup","Arcadia, CA",FALSE,nan
2390,nakedauthor,35762101,#heat #heatwave #fifa #worldcup #culvercity #marinadelrey #losangeles #hollywood #california #marinadeley… https://t.co/n33y7BZP7K,"Culver City, CA",FALSE,nan
2391,SFbayeagles,3316106522,If you are in California look for your oval Croatian community! #worldcup https://t.co/Vkhywh5yR9,"California, USA",FALSE,nan
2392,VENTANAdeLucy,2642447265,#USA   #CROATIA VS #RUSSIA ...EVERY PARTICIPANT AND EXPECTATOR OF THE RUSSIA #2018 #SOCCER #CHAMPIONSHIP SHOULD COM… https://t.co/4TeUZbVPbe,"St Peter, WI",FALSE,nan
2393,TomHovington,2499933018,Robert Carlyle has done well in the number 10 role for #Croatia today #RUSCRO,"Happy Valley, OR",FALSE,nan
2394,Shane_Cronin,100298021,Lovren knocking out #england. Can’t wait.,"Manhattan, NY",FALSE,nan
2395,VudatNation,1965952176,#CRO was lucky with the hand ball outside of the penalty box! #RUSCRO 1-2 with 7 more minutes to play. #WorldCup,"Birmingham, AL",FALSE,nan
2396,softxassassin,3765115274,#WorldCup #russiangoalie is kinda cute tho #holla,"Arlington, VA",FALSE,nan
2397,travelistaaa,33527657,Come on #Croatia #FTW #WorldCup,"Chicago, IL",FALSE,pos
2398,ayanonagon,21150267,Rooting for #CRO keeper Subaši?. Hang in there! #WorldCup,"Kings Beach, CA",FALSE,pos
2399,LouisTeeter15,614367531,#CRO What Are You Doing?!?! NO HAND BALL!!! #WorldCup,"Sterling Heights, MI",FALSE,nan
2400,irinaslutsky,13352,pmg what????? elbowball???? #WorldCup,"San Francisco, CA",FALSE,nan
2401,gabe_cavallaro,1426448462,Subasic out here on one leg playin like a champ #RUSvsCRO #WorldCup,"Greenville, SC",FALSE,nan
2402,RichSlate,308892843,So many worried Russian prostitutes &amp; mail-order brides in the stands #RUS #CRO #WorldCup,"Beverly, MA",FALSE,nan
2403,DK3000SC,1053622117,"Modric is a little wizard, with endless energy.... #WorldCup #RUSCRO","Cayce, SC",FALSE,nan
2404,Noz8504,226262800,World cup camera peeps &gt;&gt;&gt;&gt;&gt;&gt;&gt; #WorldCup,"Hawthorne, CA",FALSE,nan
2405,scriptmunkee,25536633,"Croatia's Keeper is the man of the March
 #RUSCRO #WorldCup","Encinitas, CA",FALSE,nan
2406,ReggieRox007,1734327163,"Never realized how beautiful these women from Russia are wow &lt;3 
#WorldCup","South San Jose Hills, CA",FALSE,nan
2407,viniciolema,1016603528,#RUSCRO #WorldCup https://t.co/aqPafLYGGH,"Cliffside Park, NJ",FALSE,nan
2408,GethinCoolbaugh,28324031,Goodness gracious. Danijel Subasic taking bullets for #CRO tonight. #WorldCup,"Massachusetts, USA",FALSE,nan
2409,softxassassin,3765115274,i really want #croatia to win! #RussiaVsCroatia #WorldCup trump and putin dont deserve a win! #RussianCollusion,"Arlington, VA",FALSE,nan
2410,croberts422,20726040,#WorldCup https://t.co/3unvVlE76n,"Texas, USA",FALSE,pos
2411,irinaslutsky,13352,this 30 minutes is lasting one year #WorldCup,"San Francisco, CA",FALSE,nan
2412,KarlHoveyJr,1138510778,This goalie is basically on 1 leg #Croatia #WorldCup18,"Raleigh, NC",FALSE,nan
2413,adnys,18300176,Kids bossing the neighborhood with vuvuzuelas. #worldcup https://t.co/PV6nEO344i,Rose City Futsal,FALSE,nan
2414,SameeraKhan,116363549,I am so stressed out right now. #WorldCup,"Manhattan, NY",FALSE,nan
2415,_EmmanuelMorgan,3578489052,"Compared to Brazil and a lot of other teams I’ve seen in the tournament, Russia is very slow. #WorldCup","Phoenix, AZ",FALSE,nan
2416,xmatthiasx,129918098,Let’s go #croatia!! #RUSCRO #worldcup,"Orlando, FL",FALSE,pos
2417,Hajabeg,77788127,CROATIA BE PLAYING THIS GAME LIKE THEY ARE THE NEW AMERICAN HERO #WorldCup,"Burbank, CA",FALSE,pos
2418,cloudnull,187737126,Again! @CommunityBeerCo amazing turnout for the #worldcup #CRORUS - just imagine if or boys (@ussoccer_mnt) were in… https://t.co/DNTIdpPshH,"Dallas, TX",FALSE,nan
2419,AaronKettlehake,263413719,If that shot goes anywhere but the keepers chest it’s a goal. My God what a rocket. #WorldCup,"Columbus, OH",FALSE,nan
2420,JNIrungu,132608759,That goal ?keeper !! Wow #Croatia,"Centreville, VA",FALSE,pos
2421,LouisTeeter15,614367531,What a Save!!! #CRO #WorldCup,"Sterling Heights, MI",FALSE,nan
2422,pmod,2233601,"???????? ??????

?? ?? ? 
?? ?? ? 

#WorldCup","Quogue, NY",FALSE,nan
2423,nikhak,16520356,"Also, LIVE from @theglobepub ?

#RUSCRO #WorldCup https://t.co/Li9TnrpMc4","Chicago, IL",FALSE,nan
2424,slrzeta,33404536,"Why, why not have a defender on the posts. And if you are there dont leave! #WorldCup #RUSCRO","Cedar Rapids, IA",FALSE,nan
2425,Rhizon15,393543409,"Times that I've had anxiety:

1. Before every test (across several months/years)

2. Asking out my wife for the fir… https://t.co/cuDR3kPONW","Cape Canaveral, FL",FALSE,nan
2426,xLe0nx,85236801,Croatia is definitely the black horse this year. Very passionate football #RUSCRO #WorldCup,"Springfield, MA",FALSE,nan
2427,sunsetboy4ever,7.07E+17,@SFDAOffice @GoldfarbLipman @SFPD @SFPDTenderloin @SFPDMission @SFPDCares @SFPDChief @SFPDCentral @SFPDPark… https://t.co/J9IMFtSswb,Treasure Island,FALSE,nan
2428,LucyinNorCal,21304905,This game is going to give me an ulcer. #RUSCRO #WorldCup,"Laguna, CA",FALSE,nan
2429,ows316,70100769,My 6th sense says it will be #Croatia #FifaWorldCup2018,"Oakbrook Terrace, IL",FALSE,pos
2430,chellychelle,15935612,I hear that @QtipTheAbstract &amp; @ChemBros during extra halftime #WorldCup #RUSCRO #Go,"Pruneridge Tantau, Cupertino",FALSE,nan
2431,RayBan1988,191863794,Nope Croatia about to end it in Extra Time 1-2 ?? #WorldCup https://t.co/qDJjXE87F6,"Newark, CA",FALSE,nan
2432,Josh_Gabriel,56500176,Live look at Modri?’s heat map... #CRO #WorldCup https://t.co/yT4Zlbwgnh,"Jersey City, NJ",FALSE,nan
2433,FrancoPanizo,34677488,"The federation’s men’s national team he oversaw misses the World Cup but no worry, as a FIFA executive committee me… https://t.co/BY6l1xvW3O","Manhattan, NY",FALSE,nan
2434,Steve_Castro14,1370102192,"#RUSCRO #worldcup #RUS
Russia's Man of the Match. https://t.co/2IarvEG3uD","Queens, NY",FALSE,nan
2435,EAWasonga,4325048657,"@kateOyoo am I allowed to support #Croatia or is this going to cause family tension hahaha ???

I have to pick a Eu… https://t.co/jHXvyrt2WK","Bentonville, AR",FALSE,nan
2436,JamesCranford,221612235,Two cracking semi-finals if the results hold in Euro 2018. #WorldCup,"Winchester, NV",FALSE,nan
2437,PacificAziz,341977986,#RUSCRO How Ukraine is celebrating after #Croatia's second goal. #CroatiaVsRussia https://t.co/9kWGrwwHTa,"Dallas, TX",FALSE,nan
2438,Yaznasty,118506694,"We were in the kitchen when #CRO scored.  I ran in the living room to see what happened

Yazan: oh no, not him!

As… https://t.co/MCIR5zfccZ","Gahanna, OH",FALSE,nan
2439,kelliburris7,624202520,I think I prefer ppl talking about different doctors hairstyles on #DoctorWho than talking about #WorldCup #SorrynotSorry Don't get it.,"North Olmsted, OH",FALSE,nan
2440,Kevin_A_Reilly,109118338,Putin has just announced that at the conclusion of this match each player on the nation team will be receiving a br… https://t.co/hnklXr5Cwo,"Virginia, USA",FALSE,nan
2441,IrishWombat,15061993,Please Baby Jesus! Go #Croatia #WorldCup18,"Philadelphia, PA",FALSE,pos
2442,kevingance,282330918,Quite possibly the best thing I’ve ever heard a commentator say “Cherchesov barking at anyone on the bench who will… https://t.co/NOlY3nE2T0,"Los Angeles, CA",FALSE,nan
2443,pradiggitydog,230683506,Second half of extra time starts now. #RUS must score at least a goal to stay alive. #RUSCRO #WorldCup https://t.co/cK6pSMmwCM,"Nevada, USA",FALSE,nan
2444,debswim2010,213996238,Watching this #WorldCup thinking I'd probably like it if I understood the rules. Don't know much about it.,"Belle Isle, FL",FALSE,nan
2445,eriktmpls,14789896,I have been relegated to the guest room TV for the second half of extra time because the Brewers game started. Welc… https://t.co/S1A3vWnZnT,"Waukesha, WI",FALSE,nan
2446,thesnuffy,10269192,"This ?? vs. ?? match is a good one, but I am not sure it matters because ??????? will beat them. #WorldCup… https://t.co/jK9lqXLp2c","Monroe, OH",FALSE,nan
2447,GeekLewis,409692315,"Wow, that almost turned sour for Croatia just before the whistle in overtime. Keep it up guys! You will defeat Russia. #WorldCup","Chicago, IL",FALSE,nan
2448,sbalde10,3142799474,"#CROATIA, this team never gives up.","Bronx, NY",FALSE,pos
2449,BoldTypeComs,67570379,"Rooting for my people. 
#Croatia ??????#WorldCup18","Manhattan, NY",FALSE,pos
2450,Slvdr4prez,2290807694,"@neymarjr #Reincarnation ??????

#Neymar #WorldCup #Brazil ???????? https://t.co/UOqWvfiRdG","Arizona, USA",FALSE,nan
2451,pradiggitydog,230683506,"Halftime in extra time

#CRO finds a goal from Vida’s header that goes past everyone and that is the difference in… https://t.co/4dy6krZwXY","Nevada, USA",FALSE,nan
2452,schnappyist,139439572,C'mon Croatia! #WorldCup,"Manhattan, NY",FALSE,pos
2453,benjaminhk01,3389914540,#CRO can’t afford playing in their half of the pitch. It’s that simple. They just can’t give #RUS any chance agains… https://t.co/TdGENzhNPk,"South San Francisco, CA",FALSE,nan
2454,curlyq0009,27974213,Garbage goal from the guy with the ugliest do’ “look good play good” doesn’t apply to #21 #Croatia,"Eagan, MN",FALSE,neg
2455,cknoblock17,134964412,Something tells me the the secondary ticket market for the #WorldCup semis will suddenly get a bunch cheaper if… https://t.co/tAVKd5BrxM,"Farmington, CT",FALSE,nan
2456,jstats,16618242,With every minute the concern for the leg of Subasic becomes greater and greater...look how little he got off the g… https://t.co/sylZJE6rqd,"Oakville, MO",FALSE,nan
2457,EnjoyBrevino,3331347887,Happy #fourthanniversary @CraftAndDraftSC!  Best place to watch the #worldcup and drink amazing #scbeer    &amp;… https://t.co/UyqvXqRzxd,"South Carolina, USA",FALSE,nan
2458,gcourtin,15599339,I dunno...this is pretty intense. #cro keeper w a bad hammy. #rus pushing for the equalizer #worldcup https://t.co/WHPK4zGRMt,"Boston, MA",FALSE,nan
2459,razinkhan27,793747543,"Can #Cro hold on to win the game, Domagoj Vida with the goal to make it 2-1 #WorldCup #RUSCRO","Los Angeles, CA",FALSE,nan
2460,EBADTWEET,46016762,Croatia need to channel José Mourinho like no team ever has before them. #WorldCup /cc @osxreverser,"Mission, San Francisco",FALSE,nan
2461,jenzfc,20523684,15 more minutes #WorldCup,"Fairfield, CA",FALSE,nan
2462,Chase_Glorfield,805271258,That hammy for Subasi? is a total b****. #WorldCup,"Twin Falls, ID",FALSE,nan
2463,DRussellMMA,233653304,SCENES! ??????? #WorldCup https://t.co/xTDSEfMNvO,"Paradise, NV",FALSE,nan
2464,MyEverydayLife_,23440137,How long is this soccer game Croatia ?? just scored and now there’s an Extra 15 minutes left ??? #WorldCup #RussiaVsCroatia,"Bronx, NY",FALSE,nan
2465,Aracelv1,70197198,GOAL CROATIA!!! #WorldCup,"Westwood, KS",FALSE,pos
2466,VudatNation,1965952176,"#RUS will have 15 more minutes to keep their #WorldCup’s dreams alive! End of the first half of the extra period, #CRO 2 #RUS 1 #RUSCRO","Birmingham, AL",FALSE,nan
2467,nichurdle,47745234,??? #Worldcup https://t.co/F06YZ3Hiu2,"Denver, CO",FALSE,nan
2468,chartmann99,41650683,@marcusgilmer The Russians are now showing an alternate video that is now all over Twitter.  @FOXSports #WorldCup #twitter #bots,"Washington, DC",FALSE,nan
2469,_BrookeDowney,21619644,Is no one else slightly entertaining ideas of how Putin may respond to a shattering Russian loss? Just me?… https://t.co/TfzLSoE13M,"Houston, TX",FALSE,nan
2470,Young_A94,307369365,#Croatia president lmao she too hype ?,"Houston, TX",FALSE,nan
2471,MorneauFC,73436291,When you have plans but the #RussiaVsCroatia game went into extra time. #worldcup,"Ellington, CT",FALSE,nan
2472,anneleaderegval,1381127906,Come on #CRO just 15 minutes more!!! #WorldCup,"Auburn, AL",FALSE,nan
2473,WritingDavid,2791124550,"If you’re #Russia, you shoot anythting and everything at #Croatia and challenge their goalie. #WorldCup #RUSCRO","Oak Park, IL",FALSE,nan
2474,mishasb,21888204,Come on #RUSCRO #Croatia you have to kick them out of the tournament. #notrussiaplease,"Atlanta, GA",FALSE,nan
2475,onehannah1,2451810468,"@jazayerli So yes, #WorldCup is definitely an anti-Brexit argument in my book.","Elmwood, LA",FALSE,nan
2476,AGMSports,14548676,We are at Halftime of Extra Time #CRO 2 #RUS 1 #WorldCup in Sochi. Croatia ?? goalie needs a lot more of that magic spray on his hamstring.,"Los Angeles, CA",FALSE,nan
2477,Daniel_Ajiroba,182837486,Can Russia make a comeback? I don’t think so! #RUSCRO #worldcup,"Amherst, NY",FALSE,nan
2478,moviegoer74,243007181,Many times I have wondered why they play a second extra 15 minutes when the score is not tied after the first extra… https://t.co/xEBv5pOKxc,"Holbrook, NY",FALSE,nan
2479,Phil_Sports,339915884,"#CRO, a nation of 4.3 million, are 15 minutes from a berth in the #WorldCup semifinals.

#RUSCRO","Connecticut, USA",FALSE,nan
2480,leoamilcar,314358289,Extra tiempo de extra tiempo... ????? #Russia2018,"Mill Creek, WA",FALSE,nan
2481,allenwallace,40809789,I’m okay with this. #WorldCup https://t.co/Q7ymHoEod1,"South Carolina, USA",FALSE,nan
2482,mpopchock,22787091,THERE WE #CRO!!! #WorldCup,"Tampa, FL",FALSE,nan
2483,BTown602,20182766,"So do the russian soccer players get executed by Putin if they lose??

#WorldCup","Phoenix, AZ",FALSE,nan
2484,Schatzilein8,126742095,"LMFAO!!! ??? #RUSCRO  #WorldCup 
https://t.co/YleQtFoy6p","Texas, USA",FALSE,nan
2485,Tina_Beena18,178779974,Come on #Croatia!!!! #CroatiavsRussia #WorldCup2018,"Redmond, WA",FALSE,pos
2486,FSalazarBoxing,51617920,Domagoj Vida scores off a header for Croatia in extra time. It's 2-1 Croatia over Russia .. #soccer #WorldCup #CRORUS,"Camarillo, CA",FALSE,nan
2487,herbertkrabel,16515458,Here is hoping Russia gets booted #WorldCup,"Winston-Salem, NC",FALSE,nan
2488,tayloryungwoman,27807079,#Croatia,"North Carolina, USA",FALSE,nan
2489,caa1000,32148675,"#Croatia with the Gooooooooaaaaaaaaal! 
#WorldCup #Russia2018 https://t.co/hQMo5CC1Dt","Sky Lake, FL",FALSE,pos
2490,brianc1995,160106517,"2-1 Croatia, can Russia save themselves #RUSCRO #Worldcup2018Russia #CroatiavsRussia #croatia #russia","Los Angeles, CA",FALSE,nan
2491,BigHeaded2413,7.52E+17,Someone wanna check on @stipemiocic after that Croatia goal!! #WorldCup #UFC226,"Fullerton, CA",FALSE,nan
2492,doubledawg2013,158098915,"I don’t know how it makes sense, but I’m more nervous NOW than I was before Croatia’s second ?? #CRORUS #worldcup #RUSCRO","Atlanta, GA",FALSE,nan
2493,fourtailsfoods,1.01E+18,Round two! #worldcup #CroatiavsRussia https://t.co/qpqIGHy4Qm,"Manhattan, KS",FALSE,nan
2494,MichaelCovelli,31060922,So do all the Russian soccer players get killed by Putin if they lose? Asking for a friend... #WorldCup #RUSCRO,"Hoboken, NJ",FALSE,nan
2495,dsmock319,259441712,That yellow card for taking your shirt off. Worth it. #WorldCup,"San Francisco, CA",FALSE,nan
2496,RoundTableRye,380011367,"I love that Vida scored that goal for Croatia. Nicely done, @DelMagueyMezcal. #worldcup #stigibeu","Lincoln, NE",FALSE,nan
2497,Bill_Huber_,3291093325,CROOOOOOOATIA! #WorldCup https://t.co/JflnLiDtpG,"Florissant, MO",FALSE,pos
2498,bklynsportsguy,9.69E+17,These Croatian and Russian women in the crowd ... not bad looking. #WorldCup,"Atlanta, GA",FALSE,nan
2499,onehannah1,2451810468,"Thank you, Croatia for that second goal!!!#CRO #WorldCup #RUSCRO","Elmwood, LA",FALSE,nan
2500,janicezoradi,50157022,I love it when World Cup players imitate Brandi Chastain after they score a goal. #WorldCup #CRO,"San Luis Obispo, CA",FALSE,nan
2501,UFO_FGC,2548393830,"Come on Croatia, you can hold it off for 15 more minutes #WorldCup","North Carolina, USA",FALSE,nan
2502,kroqkom,5687132,I'm only watching the #WorldCup to hear @KatCorbett read the promos.,"Los Angeles, CA",FALSE,nan
2503,AGMSports,14548676,#CRO 2 #RUS 1 in the first Extra Time period from Sochi #WorldCup,"Los Angeles, CA",FALSE,nan
2504,shelbyfiegel,1692301308,Me after I thought #Croatia had won this game and defeated the Russians but then the game continued. #WorldCup https://t.co/0sScDZrUSp,"Conway, AR",FALSE,nan
2505,TheKurb,62317742,#Worldcup has a #nascar final lap quality in the final minutes of these games.,"Murraysville, NC",FALSE,nan
2506,petecouhig,489398544,CROATIA LIVING LA VIDA LOCA!!!!  DOMAGOJ BABY!!!!  #WORLDCUP,"Baton Rouge, LA",FALSE,pos
2507,JamesCranford,221612235,"Boy, reading my time line this game was fixed in Russia’s favor. Goodness me, people calm down. #WorldCup","Winchester, NV",FALSE,nan
2508,dmanning77,242415994,My dogs name is Vida (after vida loca) #croatia #vida #WorldCup2018,"San Anselmo, CA",FALSE,nan
2509,LeoCaz,528766267,"This game has featured the best refereeing of the #WorldCup so far. Good refs aren't the center of attention,  they… https://t.co/U3Rue0fMgk","Huntsville, AL",FALSE,nan
2510,TheCrewPat,58119610,The worst hair in the #WorldCup. Vida gross.,"Cleveland, OH",FALSE,nan
2511,ShortStackMIM,2495560490,"@KB__9 Boom!!!! #worldcup 

@stipemiocic  on deck!","North Royalton, OH",FALSE,nan
2512,tara_jakeway,2881486864,GOOOOOOAL!!! #croatia ?? #CroatiavsRussia #worldcup2018 https://t.co/74U3uQCiWh,"New York, USA",FALSE,pos
2513,starlinex,14063679,Wildest #worldcup tourney for sure. #RUSvsCRO,"Los Angeles, CA",FALSE,nan
2514,thegrexican,15049890,"Soccer y cervezas. #futbol #worldcup #beatrussia (@ 3 Punk Ales Brewing Co. - @thr3epunkales in Chula Vista, CA) https://t.co/BqnsjFs57J","Chula Vista, CA",FALSE,nan
2515,Ahaley,879191,Can anyone check @priceline for 11 one way tickets to Siberia?! #AskingForAFriend #WellNotAFriendButAnEvilDictator #WorldCup,"Austin, TX",FALSE,nan
2516,billtrost,15525590,The god-awful hair cuts in #WorldCup make me feel better about myself.  #bald,"Oceanside, CA",FALSE,nan
2517,KagekiriHotS,64758931,No one knew what to do with that header! Croatia up 2-1 after 100'! #WorldCup,"Newcastle, WA",FALSE,nan
2518,DavidWilcox7,584890570,Sure hope #Russia lose and thrilled to see #Croatia go up 2-1 100’ ET.  #WorldCup2018 #RUSCRO,"Tennessee, USA",FALSE,nan
2519,Phil_Your_Day,9.12E+17,So what do we think #Putin is going to do to the entire #Russia team after they lose this match? #WorldCup #RUSCRO,"Queens, NY",FALSE,nan
2520,EndirYK,170071222,What a goal from Vida #Croatia #WorldCup18 https://t.co/nnK9M4hMF4,"Baldwin Park, CA",FALSE,nan
2521,lanamartine,50776952,I don’t know who the lady in the red pantsuit with the Croatia jersey tucked in is but I love her #worldcup,"Tacoma, WA",FALSE,nan
2522,thejohndavis,31231507,#CRO scores on a brilliant header by Domagoj Vida off of a corner kick!  #WorldCup extra time is a lovely thing. #RUSCRO,"Louisville, KY",FALSE,pos
2523,RCWallerson,412528833,"Order restored, for now. #WorldCup #RUSCRO https://t.co/OBdFE2KbWw","Los Angeles, CA",FALSE,nan
2524,gcourtin,15599339,#rus need to test the keeper. How’s that hammy? #worldcup #cro,"Boston, MA",FALSE,nan
2525,emmy_ap97,376542377,“He’s gonna get a yellow card for that... but he doesn’t care” what a mood ??? #CroatiavsRussia #WorldCup,"Champaign, IL",FALSE,nan
2526,nesports247,234189109,We were due for an extra time goal in this tournament. #CRO #WorldCup,"New Hampshire, USA",FALSE,nan
2527,agenterob,48762865,"@realDonaldTrump You are now out of the #WorldCup, you can now invite the #Russia National Team to the @WhiteHouse… https://t.co/MbKtSaBJcm","Mount Helix, CA",FALSE,nan
2528,gabe_cavallaro,1426448462,Shades of South Korea for Akinfeev #howler #RUSCRO #WorldCup https://t.co/HffyBS3EWG,"Greenville, SC",FALSE,nan
2529,FrayedBlueJeans,1139997614,"Last time I wanted Russia to lose this bad was November of 2016.

#RUS #CRO #RUSCRO #WorldCup","East Lansing, MI",FALSE,nan
2530,ayanonagon,21150267,"Wow #CRO, you could say that was “fantasti?” #WorldCup","Kings Beach, CA",FALSE,pos
2531,Winnie_Byanyima,355696940,2-1 #Croatia leads and it’s extra time!  #RUSCRO,"Manhattan, NY",FALSE,nan
2532,17tcissel,1934500676,Another great example as to why teams should have players on the posts during corners. If Smolov is on the post the… https://t.co/dEkqoiSfI7,"South Burlington, VT",FALSE,nan
