,screenName,userId,text,location,multi-team
3845,JGibsonDem,31305822,"England advances to the Semifinals of the 2018 #WorldCup, as they defeat Sweden 2-nil. #SWEENG #SWE #ENG #ThreeLions","Granite City, IL",False
3846,TheTKrow,357824602,"Great match, England! #EnglandvsSweden #Eng   #WorldCup #ThreeLions https://t.co/J7AUtNjJeL",rhinehaus,False
3847,psuaffleck,23667723,"We’re going to get a #worldcup champion that has either had a 20-year drought, a 52-year drought or has never won i… https://t.co/FzHyVIf32C","Manhattan, NY",False
3848,DiannaAgronFans,136727667,? Dianna “the new big football fan” Agron posted this #InstagramStory of the final result of the quarterfinal match… https://t.co/fIOGaLC55z,"New York, NY",False
3849,DeanS_B,399856941,Comfortable. On to the semifinal! Come on England! #eng #WorldCup,"San Francisco, CA",False
3850,kestaehikioya,588320325,England feeling like 1966....#Worldcup,"Shrewsbury, MO",False
3851,DisplacedSouth,75703687,With Australia ?? out I’m thrilled my second team are in! Come on England ??????? #WorldCup https://t.co/mz6VyC8nNc,"Durham, NC",False
3852,JochaDay,181805808,The #ThreeLions roared and are on to the semis for the first time since 1990. This England team is something. #SWEENG #WorldCup,"Palmdale, CA",False
3853,Steves_brainbox,122849551,Congrats to England. I’m loving this #WorldCup,"Methuen Town, MA",False
3854,JosephMorrison0,184152682,"It’s a different year aye?
#EnglandvsSweden #ENG #England  #FIFAWORLDCUP18 https://t.co/eMDnJzlR6u","Denver, CO",False
3855,LouisdeCorail,875467464,Let’s not jinx it but yes ?@StauntonUK @UKinAtlanta @BelgiumAtlanta ?? #WorldCup https://t.co/QtEe8WxtDP,"Atlanta, GA",False
3856,DallasSpurs,1152547928,"Well done, England. Great team effort. Bring on the Russians! #SWEENG #ThreeLions #WorldCup","Wisconsin, USA",False
3857,jay_riddle,82252068,"I'm down with people saying ""It's coming home"" now simply because Bobby Warshaw dislikes the phrase. #ENG #WorldCup","Sandy Springs, GA",False
3858,olacurrency,21651287,What is @PhilJones4 doing at the #WorldCup if he's only going to be on the bench.,"Dallas, TX",False
3859,AD_Foster,32454230,@RealMikeKoch Right! Just crazy…Flat Iron Square is a great place to watch #WorldCup too. Got to watch when I was t… https://t.co/Gc66pO1aLn,"Manhattan, NY",False
3860,ThomMoorePhotos,364856414,Get in! #ENGSWE #itscominghome #WorldCup https://t.co/vDVO9LAJwN,"Evanston, IL",False
3861,thelibbyshow,26305786,"?????????

#ENG #WorldCup","Champaign, IL",False
3862,6th__man,208723766,"@MarcusRashford @JesseLingard &amp; @paulpogba really in the final four of the World Cup. This is nuts!
#WorldCup","Orlando, FL",False
3863,G_Love24,338071347,Great performance from the #threelions Southgate has this team lined up perfectly. Everyone plays for one another.… https://t.co/83JbCvQizh,"Memphis, TN",False
3864,TheSmashSimmons,315956851,"Current mood @littlewoodrow:on Burnet rd.:

#ItsComingHome 
future so bright gotta wear #MLS2ATX
Shades!

Final sco… https://t.co/GH6lSgrYu5",Little Woodrow's,False
3865,caa1000,32148675,"Wait...  Who predicted this one?  ????
#WorldCup #Russia2018 https://t.co/wRlqoZWKrx","Sky Lake, FL",False
3866,ChrisCapurso,1549418245,"Is it, possibly, coming home? #threelions #worldcup #ENGvsSWE https://t.co/F8LYhCwehW","Virginia, USA",False
3867,TheTKrow,357824602,"Great match, England! #EnglandvsSweden #Eng   #WorldCup #ThreeLions https://t.co/eWTCVEEMQk",rhinehaus,False
3868,AndrewACCarter,534745687,"#ItsComingHome? Indeed! #ENG &amp; #ThreeLions are one step closer to partying like it’s 1966. Wow! 
#SWEENG #SWEvENG… https://t.co/7terdXgJOJ","Marion, OH",False
3869,mitzgami,183526052,"Well done England!! 
And YES!!!! semi-finals for the first time since 1990!?????????????

#SWEENG #WorldCup? ?","New York, USA",False
3870,Infrashock,300123541,Well done #ENG ?????? #WorldCup,"Long Beach, CA",False
3871,Edras_20,380038624,This European world cup is BORIIIINNNGG ?? zero passion #WorldCup,"Washington, DC",False
3872,sethtaylor91,2306070950,I wonder if Nick Saban will root for Croatia today considering that he’s a second-generation Croatian-American. #WorldCup,"Memphis, TN",False
3873,StellaInger,21397275,Congrats to #England @ClaudiaK27 ! Let’s go #Russia! #WorldCup18,"Catalina Foothills, AZ",False
3874,jalthegr8,55841088,Wish I was there @England #England #EnglandvsSweden #ThreeLions ???????????????????????????? https://t.co/yTnR3Oz3rz,"Florida, USA",False
3875,Jfranko85,326975388,"@B__Doug Have to pull for #Croatia because Russia is Russia and #Fabs is Croatian, even tho I don’t even know that guy anymore.","Huntersville, NC",False
3876,JJPikachu,1456131,#threelions #england???????#fifaworldcup2018 @ The Corset Factory https://t.co/AeTufSBWKC,"Norwalk, CT",False
3877,DiannaAgronFans,136727667,"? Dianna Agron posted this video of Jordan Pickford, #England goalkeeper in Russia #WorldCup - Not all heroes wear… https://t.co/jTwAFXQZat","New York, NY",False
3878,heatherrrrr08,805934882,"What could be better than waking up to Saturday morning cartoons?
Waking up to Saturday morning #WorldCup matches!","Florida, USA",False
3879,CathKingston,1525716654,Welp. #SWEENG #WorldCup https://t.co/u72u4sNWbz,"Murraysville, NC",False
3880,joethepikr,1962936980,#England https://t.co/tQAPs9JmHi,"Hartford, CT",False
3881,BrandonCortesTV,3776148923,FULL TIME: Marry Maguire and Dele Alli put their names on the scoresheet and England are moving on the semifinals f… https://t.co/xkbkeo92HG,"Queens, NY",False
3882,Chris_Widlic,56775731,Is it coming home? ??????? #eng #worldcup,"Indianapolis, IN",False
3883,Elimo_Hoston,1049457824,This dude I met at work says he will find me wherever I am when England wins the world cup because I sounded pretty… https://t.co/OvbTGAfkoU,"Chicago, IL",False
3884,Tolat2,62129469,So proud ???????????????????????????? #Final4  #WorldCup? ? #England??????? #Threelions? ?? ?? ? https://t.co/Xc7hPuUAop,"Lewis Center, OH",False
3885,StanFinger,14871463,"England didn't just win, they controlled things. #WorldCup #ThreeLions","Wichita, KS",False
3886,rafabrew,552098173,Doing it right with all the right people (except for Tolik) ??? #worldcupping #worldcup @ Fado Irish Pub &amp; Restaura… https://t.co/LsGL20GqsI,"Columbus, OH",False
3887,sethtaylor91,2306070950,"Also, go Croatia! Russia cyberattacked my country in 2016 and tried to sabotage our elections. #WorldCup","Memphis, TN",False
3888,DaedalusChaos,257240580,So England pretty much came to the WC with an entirely new squad and they're in the semifinals?? #WorldCup,"Dallas, TX",False
3889,MMA_Jim,3121801276,Semi-Finals #ENG #WorldCup #ItsComingHome oscarswillis @lukebarnatt @ Crown &amp; Anchor Pub https://t.co/gaEOeSoOGg,"Paradise, NV",False
3890,The_Bigelow,43031414,Is it coming home? #WorldCup #ThreeLions,"Omaha, NE",False
3891,bcchuck22,1629543416,if you have a boy in #england today how do you not name him #harry https://t.co/Asruu1wTgY,"Massachusetts, USA",False
3892,JanetFSchneider,9411012,How I feel right now. #worldcup #sweden out https://t.co/XS8sQ5LhiK,"Indianapolis, IN",False
3893,AreyJames,966419523535548423,#EnglandvsSweden #England @FIFAWorldCup https://t.co/fQH739pb3W,"New Orleans, LA",False
3894,WFMGINC,47681669,To be in #England at this very moment #EnglandvSweden #FifaWorldCup2018 #Worldcup2018Russia #WorldCupRussia https://t.co/HkjHxU7Pby,"Scottsdale, AZ",False
3895,MickeyBeese,629313180,It’s coming home!! #3lionsonashirt #soproud #England!!!!!!! GET IN!!!,"Foster City, CA",False
3896,kendallbillings,842426228,Yooo I wish America cared about the #WorldCup ?,"Bakersfield, CA",False
3897,gdeimz,206452621,what a blast watching #ENGvSWE at @rockcenternyc #worldcup #FootballsComingHome https://t.co/dmwK6rc3pS,"Manhattan, NY",False
3898,thedcd,7377812,"""Oh, yeah, I beat Battletoads in one run."" #WorldCup https://t.co/5fRwoMngJO","Denver, CO",False
3899,Singh_A87,20558786,"At least I can say I saw a national team live, right before they made a deep run at the World Cup. Bring it home En… https://t.co/0Ca15OwBuV","Culver City, CA",False
3900,AD_Foster,32454230,..a year ago today I was in London…damn would be AWESOME to be there right now! #ThreeLions #SWEENG #WorldCup… https://t.co/kDdf8IhorR,"Manhattan, NY",False
3901,IIIMarvin,468717054,YESSSSSSSSS!!!!!!!!!! Great Game By @England I've Been Rooting For This Country Throughout The #WorldCup And I'm So… https://t.co/XKkzFdoJJV,"Toledo, OH",False
3902,aqizil,566980658,SEMI-FINALS!!!!!! ????????? #ThreeLions #England #SWEENG #WorldCup https://t.co/aYpenJrEZ2,"Mountain View, CA",False
3903,AlyssaLang,316738505,"You’re still #1 in my heart, IKEA. 

#ENG #WorldCup","Florida, USA",False
3904,breaks_dj,205500443,#congratulations #england what a way to get to the #semifinal #worldcup #russia ?????? @ The Palazzo Las Vegas https://t.co/cItEWVHWey,"Paradise, NV",False
3905,Stelow,23685239,Youngest team in the Tournament onto semi-finals! Yay! #FifaWorldCup2018 #England https://t.co/NNuM4Y31Xd,"Hopkinton, MA",False
3906,GenoPearson,1287748968,Don’t worry Sweden you are still pretty. #WorldCup,"Auburn, AL",False
3907,IvanAtDell,473987163,Congratulations to team #ENG for the win this morning! #WorldCup https://t.co/HARsQXt4QF,"Spring Hill, TN",False
3908,rjbudden,23250100,ONWARDS!! #ENG #WorldCup #SemiFinal #England @England,"San Diego, CA",False
3909,thebriancrowe,3302024118,????????????????????? SEND HER VICTORIOUS! HAPPY AND GLORIOUS! ????????????????????? #ThreeLions #EnglandvSweden #WorldCup,"Chicago, IL",False
3910,AmyKobes,223637929,#Sweden is out of the #WorldCup = a lot of really sad good-looking people.,"Chicago, IL",False
3911,cskolding,281049103,"fox sports #worldcup commentators are dumbstruck, looking at sweden’s spectators after the match, saying “i’m sorry… https://t.co/MvLa1Uo1tk","Brooklyn, NY",False
3912,callmefeezy,791204393571856384,the last thing i want is for #ENG to win this #WorldCup,"Diamond Bar, CA",False
3913,Based_Dan,244736851,Everyone hollering out “Gang-Gang” @ChiefKeef #England https://t.co/gB7dRHUtF0,"Turlock, CA",False
3914,littlewoodrow,19734316,Well done! England is through to the semifinals. #EnglandvsSweden #worldcup https://t.co/aPWFl4kgRV,"Austin, TX",False
3915,HannaStanbridge,262598289,#worldcup2018 #worldcup #england #football #sweden #soccer #itscominghome https://t.co/A3X5YT0Rbn,"Los Angeles, CA",False
3916,HannaStanbridge,262598289,#worldcup2018 #worldcup #england #football #sweden #soccer #itscominghome https://t.co/vfxeCAzcKZ,"Los Angeles, CA",False
3917,oshuaj,118934371,Football Is Living At Home Again in these tough economic times. #WorldCup,"Green Bay, WI",False
3918,HannaStanbridge,262598289,#worldcup2018 #worldcup #england #football #sweden #soccer #itscominghome https://t.co/87RSBsDXpM,"Los Angeles, CA",False
3919,OM_KIT,922112592,@Maarya_21 The scary part is that this young #England team loaded with talent haven’t played to their potential yet.,"Georgia, USA",False
3920,WildmanFear,68592316,Howwww sweeeeet it isssssss! 2-0 ?? England! #pickfordforqueen #Worldcup,"Bethesda, MD",False
3921,OmondiDennis,259847856,It’s so close I can taste it. #Itscomminghome or is it? #EnglandvsSweden #WorldCup https://t.co/jySQ2Jmls4,"Dallas, TX",False
3922,bitiesita,476357037,@ClintSmithIII one of the things I’m gonna miss the most once the #WorldCup ends (besides the games) are your tweet… https://t.co/9kPuQgx4sz,"Austin, TX",False
3923,breyeschow,808545,Really #WorldCup did your @FOXSports announcers talk about beautiful women being happy or sad in response to the #SWE #ENG match? Seriously?,"San Francisco, CA",False
3924,kingsiu,179737344,It’s coming home! #threelions #comeonengland #worldcup https://t.co/HL7yE0HIx6,"Tampa, FL",False
3925,ddritzenhein,23514851,This was an amazing match to watch of my #SWE Vs. my #ENG Love both of these teams but It's Coming Home #WorldCup,"Waukesha, WI",False
3926,gailgougon,1000079498,@McDimplesBaby Congratulations to England #WorldCup,"Glendora, NJ",False
3927,Faino,35377187,There doesn’t seem to be a path for #USMNT to recreate this. Such a shame. #WorldCup https://t.co/KOA16YHvVJ,"Texas, USA",False
3928,BiscuitForShort,3010203633,"Well done, boys!! #SWEENG #WorldCup #ThreeLions","Brooklyn, NY",False
3929,Lydia_Music,24754959,For real. I now have trust issues with #RUS athletes because of the Olympics doping scandal with Russia.… https://t.co/rI5bktKmW9,"Florida, USA",False
3930,ArjunHPatel,526338239,#ENG are on a mission this year. Thoroughly dominating performance today. #WorldCup #SWEENG #ThreeLions,"Philadelphia, PA",False
3931,jton_qprusa,1263268718,"#threelions #ENG #WorldCup #ENGSWE 
Humpday waits! https://t.co/VHXSwXg4G1","Indian Springs Village, AL",False
3932,Steve_Castro14,1370102192,"Good Lord, Swedish people are stunningly beautiful. It's like a Twilight Zone episode. #SWE
#SWEENG #WorldCup","Queens, NY",False
3933,jaggi_sg,125240090,#ItsComingHome lads ??? #WorldCup,"Raleigh, NC",False
3934,david_westrup,1837027386,#WorldCup #MEX out so rooting for #ENG,"Whitefish Bay, WI",False
3935,hollyrosenfink,174649888,Congrats #England! #WorldCup18,"Cos Cob, CT",False
3936,nightcam,23976926,"???????Well done #England - I'm watching, and cheering, at the highest bar in New Hampshire a top Cannon Mountain.… https://t.co/ZSjkmpieY9",Cannon Summit,False
3937,Cbyt,367388829,Brilliant! #WorldCup #ENG #ENGSWE https://t.co/OjBeKOr9LW,"Los Angeles, CA",False
3938,buddyowen,22023961,What a great day!  Walking the beautiful city of #philadelphia while #england surpass expectations in… https://t.co/iXp4F1d2hA,"Philadelphia, PA",False
3939,ItsStephPerera,3010595172,TFW you freak the hell out in the middle of Trader Joe’s because #England just made the semis!!! Yaaaaassss!!!… https://t.co/NBHnIJk2Nx,"Washington, DC",False
3940,andrevsworld,24733971,"England makes it to final four! Sweden played their hearts out, good game! #worldcup2018 #worldcupengland… https://t.co/UpHoPMXvyj","Mountain View, CA",False
3941,davidmorway,57103552,Congrats #England.  Good game. I did not see that coming.  England to the semis.   #EnglandvSweden #WorldCup,"Charlotte, NC",False
3942,RealMikeKoch,26603196,Would love to be in England tonight! #ENG #WorldCup,"Strathmore, NJ",False
3943,IanLiviePhD,151940154,Nothing like a little World Cup on the Russian River! What a win for #ENG (my little buddy Frank loved it too!)… https://t.co/j0um9ypA7Y,Russian River,False
3944,DamienCorrieri,69046353,"""I'm sorry that so many beautiful woman are so sad right now..."" Finally some good analysis from #FoxSports #ENG #SWE #WorldCup","Ames, IA",False
3945,randywrites,12622292,Wicked. Onto the the semis. Restecp. @FIFAcom #WorldCup18 #WorldCup https://t.co/rZt0Aidyqn,"Paradise, NV",False
3946,dabowen01,987553904,It’s very nearly home #SWEENG #ENG #WorldCup,"Berkeley, CA",False
3947,Spencetology,713705226,"Damn. The Swedes are a good looking people ?? #WorldCup 
??????? ??????? ??????? wins!!!","Summerlin South, NV",False
3948,caa1000,32148675,"#Sweden, go home and thanks for the Swedish meatballs too!  #WorldCup #Russia2018 https://t.co/jAocZivKRa","Sky Lake, FL",False
3949,83rdVenice,769989159608082436,Well done #England. #WorldCup feels so good. #football https://t.co/QiYNpYYPI7,"Chicago, IL",False
3950,chasepwilliams,60125886,What a performance from goalkeeper Jordan Pickford (@JPickford1) as he leads #ENG past #SWE 2-0 and into the… https://t.co/UsQG09OUc4,"Pittsburgh, PA",False
3951,JimRacer_77,860949512193527808,"Remember this, #England... this is what can happen when you play AS A TEAM and not a collection of “stars”.  #WorldCup2018","Minneapolis, MN",False
3952,pradiggitydog,230683506,"The saying, “IT’S COMING HOME” is still a thing. #SWEENG #WorldCup https://t.co/B22vSU8wSL","Nevada, USA",False
3953,Kiddie_A,51994808,Great game #ENG #WorldCup https://t.co/PHgUyJLRBU,"Madera, CA",False
3954,christianrmiles,209231861,"A little surprised not to see Loftus-Cheek.  Could’ve occupied big Swedish defenders, win some balls get some knock… https://t.co/0JfEPvD45y","Agoura Hills, CA",False
3955,Niketa,17539413,Woooooooo! It’s coming home! #ThreeLions going to the #WorldCup semi finals! #Eng https://t.co/J1yrVtQNFN,"Jersey City, NJ",False
3956,daliosway,110750419,"This is the NEW ??????? #ENG !!!! Guwon #ThreeLions !!! Massive credit to a former CFC academy &amp; assistant coach, S… https://t.co/voGujwaFhr","Los Angeles, CA",False
3957,cknoblock17,134964412,"I don’t want #ENG vs #RUS, I need it. 

An international grudge match with a whole bunch of extra baggage in enemy… https://t.co/NM8wJPaPSt","Farmington, CT",False
3958,onewinter,36426007,#Arsenal #WrightyAndDicko #England https://t.co/1TBGCW8tRL,"Brooklyn, NY",False
3959,beatsc,36825596,"2 out of 3 in the final 4, can’t imagine #RUS beating #CRO, unless the fix is in. #worldcup also remember this tour… https://t.co/BqSJsWg04V","Long Beach, CA",False
3960,JeremyLance,19392940,"Well done, England. #ENG #WorldCup https://t.co/0HAIr1DqAj","Trenton, OH",False
3961,Ray_NYC_82,963387011536179201,#England ??????? won baby #EnglandvsSweden #WorldCupRussia2018 https://t.co/JAZWUXYJzO,"Bronx, NY",False
3962,jackkewitsch,373639566,"As much as I would enjoy seeing England win it all, I can’t help but dislike the #ItsComingHome they’re using.

The… https://t.co/0TjfxiX7eV","Edina, MN",False
3963,patbwdet,361925347,Two headers are better than one! England ??????? 2-0 ?? Sweden. #ThreeLions advance to #WorldCup semifinals for the… https://t.co/qxuQXk7Zfb,"Southgate, MI",False
3964,chefnickbarclay,46087679,Boom! Last four #England ?????????,"Dallas, TX",False
3965,kevingance,282330918,@tomellis17 Awesome match Tom! They look really solid #SWEENG #WorldCup,"Los Angeles, CA",False
3966,SirEdwardJames,132395804,It’s coming home #WorldCup,"Corpus Christi, TX",False
3967,anton1s,21554316,We go on! Got the cabinet and ready for the cup! #semifinals #FIFAWorldCup  #england #FootballsComingHome https://t.co/Mmp1wC4ukc,"San Francisco, CA",False
3968,Ahaley,879191,Are you a Swedish soccer fan distraught over today’s loss?! Let’s meet to discuss your feelings. #WorldCup #Sweden https://t.co/tBzWpGOXrz,"Austin, TX",False
3969,jeninct,97984569,Well done England! ??? #WorldCup #EnglandvsSweden,"Connecticut, USA",False
3970,AD_Foster,32454230,#ThreeLions !!! On to the semi final! #WorldCup ..and how about Pickford!?! #England @England https://t.co/pkq4mASdie,"Manhattan, NY",False
3971,kdizzy4shizzy,322347691,Shoutout to my English friends enjoying this moment 28 years in the making!! #WorldCup ?????????????????????,"Pine Hills, FL",False
3972,AlvarengaRules,24294066,Pickford!! To the semis! #eng #worldcup yehhhh ? ? ?,"California, USA",False
3973,JmesaSports,856844737604669441,I guess #Zlatan has to wear an #England jersey at Wembley stadium.,"Bridgeport, CT",False
3974,Alex__Monaco,65780584,How pissed is the guy in the front whose turn it was to grab his homies beers ??? #England https://t.co/xJQfhAsUUB,"Solana Beach, CA",False
3975,KingAaronVII,1117937749,"# Congratulations to #England the #englishfa and all my ##English friends. Also, @MarcusRashford &amp; @JesseLingard ar… https://t.co/01kzBamqIA","Stockton, CA",False
3976,atxwanderer,17047677,IT'S COMING HOME!!! IT'S COMING HOME!!! #WorldCup #ENG,"Texas, USA",False
3977,JenKarson27,475432723,"I’m no #England fan, but I am looking forward to seeing @Ibra_official have to pay up on the bet he made with @davidbeckham ?","Farmington, CT",False
3978,chrennix,226865709,Congrats to all my Brits in England today! #WorldCup #EnglandvsSweden ??,"Washington, DC",False
3979,Dave24574,2413348983,"For the first time ever, I'm going to be watching England with a REAL chance to win it all!! #ENGSWE #WorldCup #Eurovision","Virginia, USA",False
3980,spikereit,22984438,#ENG on to the Semis! #threelions #worldcup,"Oronogo, MO",False
3981,JulieWeisberg,16338062,"Whoot!! Way to go, ?@England!! ? #ThreeLions!! #WorldCup  https://t.co/i8goB7mnw1","Conklin, NY",False
3982,thekellyfrances,76045937,So Zlatan lost to Beckham and that to me is the biggest news story here... oh and that they are through to the semi… https://t.co/y62m8YkpFZ,"Atlanta, GA",False
3983,lenaskgd,1007110630501908481,"Did that commentator just say ""I'm sorry so many beautiful women are sad right now""??? Um? @FOXSports #WorldCup","Sands Point, NY",False
3984,_danvargas_,117171946,#ItsComingHome #worldcup,"Morristown, NJ",False
3985,emkarugu,14879319,And that’s the way it goes! #England is through!!! #EnglandvsSweden #WorldCupRussia2018,"Lunenburg, MA",False
3986,pradiggitydog,230683506,"Final

#SWE: 0
#ENG: 2

Victory for the #ThreeLions and they advance to the semifinals with a 2-0 shutout over Swed… https://t.co/fwnHQHvCrH","Nevada, USA",False
3987,OscarBettison,14891585,"Nice one, England! Well played today. I can't quite believe we're in the semifinals, but there it is! #WorldCup","Jersey City, NJ",False
3988,Ellington_Hs,349236287,"#swe Great showing this #WorldCup but damn, there fans are amazing","Buenaventura Lakes, FL",False
3989,MARKYMARKBRAND,248040511,And with that win England is one day closer to total celebratory destruction. #ENG #SWEENG #WorldCup,"Dickinson, ND",False
3990,kendallbillings,842426228,ENGLAND IS LOSIN THEIR SHIT GAH DAMN PROUD OF YOU BABES #WorldCup,"Bakersfield, CA",False
3991,vMichaelv,16855963,Remember—  a #worldcup win for England ??????? is a win for #Britpop. Aug 4 in Cambridge:  @BritpopSocial Brunch at… https://t.co/4PAyKhFPM6,"Brookline, MA",False
3992,DaveHerrell,29548461,Nice W @England #FIFAWorldCup #ENG. Semis! https://t.co/ksdMfWXG05,"Florida, USA",False
3993,AlDiaDallas,26591584,Inglaterra ??????? se mete a semifinales de #WorldCup por primera vez desde 1990 tras eliminar a Suecia ?? 2-0… https://t.co/QtH8kujEe5,"Dallas, TX",False
3994,EnriquezTX,1215944221,#WorldCup Twitter is boring af now ?,"Washington, DC",False
3995,willkennedynews,373018957,"Are all the players on this #ENG #WorldCup roster currently playing in the @premierleague ???

If so, that's a strong statement! ?","Charlotte, NC",False
3996,muzikgeye,34837940,"#SWEENG Big congratulations to #England. They were solid today, continuously frustrating a determined #Sweden. Soli… https://t.co/LNxW2RJhGE","Azusa, CA",False
3997,Official2Felipe,181436690,"Out of my top 10, England is going to semifinals! #England #FIFAWorldCup  #WorldCup18 #EnglandvsSweden https://t.co/hiUXspN9Lj","Rogers, AR",False
3998,UKinFlorida,52505094,"HUGE congrats @England! ??? What a fantastic match today! ?? Well deserved! #WorldCup semifinals, here come the… https://t.co/E6Lp6DZy9A","Miami, FL",False
3999,Zottie11,248856567,"Can’t wait to see @Ibra_official at Wembley eating fish and chips, in an England shirt #ENG #WorldCup","Winter Park, FL",False
4000,FulhamTexas,923417234,BEL-ENG anyone? #WorldCup,"West Austin Neighborhood Group, Austin",False
4001,Faino,35377187,Come on you #Spurs!! #ENG #WorldCup #SWEvENG #COYS,"Texas, USA",False
4002,beebuckphoto,804887040424837120,EEEENNNNNGGGLLLLAAAAAAANNNNDDDD!!! YAS!!!! ??????? #worldcup,"Kentucky, USA",False
4003,jaydenshae15,406328928,2 more!?? @England #WorldCup #ThreeLions,"Texas, USA",False
4004,SportsGrinders1,155594923,"England wins against Sweden!! 2-0 
11 goals already in this 2018 #WorldCup https://t.co/gyoDmYg0dZ","Nevada, USA",False
4005,mrfletch63,1963170163,Way to go #England ???????!!! Looking forward to the Semi Final!!! #WorldCup,"Sagamore Hills, OH",False
4006,ProvenPrincipal,736026897595781125,Big fans of team #England ! Great #EnglandvsSweden game and big #WorldCup win! https://t.co/oemqdhDPzJ,"Montclair, VA",False
4007,DaynaRoselli,15000261,It’s a happy place! #ENG #WorldCup https://t.co/hltMZPHO6F,Crown & Anchor Pub,False
4008,ScottishLit,1514578874,Friendly reminder that this has just become even more true #ENG #SWEENG #WorldCup https://t.co/FAS6d1Fn3K,"Queens, NY",False
4009,BrittanyEck,91732137,Yay England! 2-0! #ThreeLions move on to the semifinals! #WorldCup #EnglandvSweden,"Austin, TX",False
4010,edmeemk,430092470,Europe killing it in the World Cup 2018... #WorldCup2018 #WorldCup #TeamEurope ????,"Weston, FL",False
4011,g_cervantes20,2280537016,3 semifinalistas listos #Russia2018,"Chicago, IL",False
4012,AbbeyBrewingMIA,733478166,Congratulations England! #fifaworldcup #miamibeach #abbeybrewingcompany #cheers @ The Abbey Brewing Company https://t.co/0Q0s8zCXLC,"Miami Beach, FL",False
4013,bjamisordinary,740933532,Congratulations @England #WorldCup #ThreeLions Semifinal Bound ?? https://t.co/LeZEwFYTdY,"Los Angeles, CA",False
4014,TrentPearson26,39209968,The #ThreeLions are back into the #WorldCup semi-finals! Will face either #CRO or #RUS for a trip to the final!,"Kennesaw, GA",False
4015,nickeltawil,813523180535087106,"Cheers, mate!! #WorldCup","Los Angeles, CA",False
4016,TheMudville3579,138136389,#Russia Vs. #Croatia starts at 2 o’clock today. Who you rooting for @realDonaldTrump #WorldCup18,"Smithtown, NY",False
4017,JimDonaldsonJr,2293405794,"Delighted to see #England in the semifinals of #WorldCup Controlled -- not surprisingly -- #Sweden, 2-0.","Providence, RI",False
4018,milanmiracle,172542995,Congrats to all my friends from #England for making the #WorldCup2018 semifinals !,"Tampa, FL",False
4019,simondsjoshua,840934112,Congrats to all my friends and family in #England! ??????? #WorldCup2018,"Indianapolis, IN",False
4020,thuhTYLER,18227950,#threelions #england #ItsComingHome ?????????? https://t.co/ilnqZaKGaE,"Colorado Springs, CO",False
4021,DavidAOrmiston,788408017,"?????????????? #England to the semis for the first time in 28 years. The hype is too fucking real. Let’s bring it home boys, only 2 more.","New York, USA",False
4022,julian_croman,905112894127300608,To the SEMI-FINAL ! #England,"Oregon, USA",False
4023,VertigoMama,12718122,And the #England team goes through! They’re bringing it home ????????????????????? #worldcup,"Chicago, IL",False
4024,SteveBuzzaGolf,377334464,On to the semifinals ??? #itscominghome #england #eng #WorldCup18 https://t.co/sXvzsHxdPw,"Bonita Springs, FL",False
4025,furlinedPumas,1517440645,"Nice work, ???!! Monster #WorldCup semifinal!","Eufaula, AL",False
4026,JordanTurnerJT,3997488500,"Semifinals here we come. @England 

#ENG #ThreeLions #SWEENG #WorldCup","Claremont, CA",False
4027,midassoccer,103594743,3rd Semi finals in history for the Three Lions. Congratulation ENGLAND. My man of the match is Jordan Pickford. #SWEENG #WorldCup,"Houston, TX",False
4028,brandonbATL,989543381981454336,Never in doubt #ENG!!!! On to the Semifinals! #WorldCup https://t.co/RYfcTWtXbo,Hudson Fc,False
4029,RealJoshPacheco,389153189,"#ENG moves on to the semi-finals! 

#WorldCup","Upland, CA",False
4030,Shirley_Perez,23547475,Holy cow watch a match. Congrats #England!!!! Enjoy the #Semifinals #EngSwe,"Kenosha, WI",False
4031,roberthuie,19023479,#threelions #eng #worldcup one step closer,"Washington, DC",False
4032,jkwuc89,15773026,"It’s #ENG to the #WorldCup semifinals for the 1st time since 1990. Very professional, workmanlike performance over… https://t.co/4BpvDnZbgG","Columbus, OH",False
4033,GoonerMaui,226216272,"#ENG #ENG #ENG
!!!!!!!!!!!!!!!!!!
#WorldCup https://t.co/p9Zh3vRvvN","Hawaii, USA",False
4034,JamesCranford,221612235,Come on #CRO ! #WorldCup,"Winchester, NV",False
4035,erickcarvajal12,471189411,Inglaterra ??????? es semifinalista #russia2018? @ Greenbrier State Park https://t.co/D8WZ6e0qot,"Maryland, USA",False
4036,diannejolly1,418195275,This is for all my English friends! I’m so happy for you.  ???????????#itscomimghome #WorldCup https://t.co/n37sGRSaQg,"Lake Forest, CA",False
4037,chris2lawley,30716132,We're actually going to a World Cup semi final! #Eng #SWEENG #WorldCup,"Portland, OR",False
4038,vicster,1233431,And it's the #ThreeLions with the win! Pickford looking stronger each game and the players in front of him playing… https://t.co/a9KF557WQx,"Raleigh, NC",False
4039,jcampbellffc,2541862582,It's coming home!!!!!!! @jpickford1 you were magnificent! #england #itscominghome,"Arlington, MA",False
4040,matt_yorke,14665063,"Bloody hell we are in the World Cup semifinals!! The Three Lions are roaring ???#england?? @ Newton, Massachusetts https://t.co/CANQPKPZrg","Newton, MA",False
4041,ACPressHuba,3217287141,Can't believe that Ashely Young is performing at this high a level. A couple of years ago he seemed on the way out… https://t.co/6pMKBwKo52,"McKee City, NJ",False
